ProductID,ProductName,ProductGroupID,Description,Manufacturer,WarrantyPeriod,UnitPrice,StockLevel,SKU,Barcode
f5fd5234-588f-44c0-8aec-c8c389029366,far,485e55aa-d616-445b-b70c-186f076d76c7,Situation here decide campaign whether option evidence.,Jones-Perry,30,193.56038049825,477,22132215,0051751158809
b583490a-8620-404b-9927-34664c83cb8f,score,00ab5f30-1981-4536-b0e3-b8c84d7d1f41,Those before place.,Kaiser-Ward,27,336.0482783666309,434,34848906,0485720239525
26149fc6-46f5-4ee9-8de4-b9361be867ce,four,77478ddc-2bc2-43b2-8c40-cf4b3169d98d,Your majority number race rather blue.,Levine-James,35,697.9501025673634,461,55283663,2839122983773
a71f8f92-37f3-41ff-9b79-bcfba8be2060,number,76fdb354-8583-46eb-b90e-a0c3a1711e21,Treatment politics one him energy service mission.,Livingston Ltd,15,370.25753491812713,333,22718259,3646026539451
3cb988d2-5781-41d0-9a41-c727b560dc2d,because,67ebbf24-e27b-4066-86b4-be4de90d78d7,Drug candidate challenge interview role.,"Vargas, Jones and Stevens",23,71.04109986008037,48,14896392,0491646387356
f8e58be5-4d0b-4312-8068-708963941baa,mouth,31833457-02b1-4bce-8181-d1a77e2a93b5,Above third ahead citizen early.,Brooks and Sons,29,677.8881247054165,250,06481698,6656808941201
f630c3e0-e505-49db-8da1-79b6b43e512e,wonder,133ec2d3-a8e6-4eec-a67e-7fbe7cbac61f,Development occur travel physical win economy.,Stokes-Owens,17,337.13178772684745,403,04536772,2818807825485
079c4849-77f6-4a32-af21-515dd7b338be,live,224bfbac-10b7-411b-bea5-6cf7940ee9ec,Visit determine know.,Hall-Novak,20,49.61737339867609,48,83550171,7172101840458
e73d02b0-c84c-4331-b7e0-01b4686a5a24,second,3c2fb4b6-1afb-4fe6-b1ea-b7a7510739f8,Court base white wrong campaign group.,"Curry, Lee and Smith",26,228.29867709607632,306,58677063,8384191537784
52305d97-ab71-4ed5-99c3-a9c9593802de,decision,f1eb3bab-1e2b-44d6-8f58-dc03679ed5e0,Something day involve man.,"Holloway, Barnes and Mack",29,553.5228783232217,154,83677519,2284644871068
188ea8f0-8873-4200-9ab3-d68b4fa9fec5,price,53e689cc-081c-4c22-92fc-39a5b4601e98,Statement into mention parent interview create claim about.,"Russell, Soto and Ho",31,159.7909010663994,405,12452743,7432438194113
07a0bd42-5f6c-49c8-9fda-8ce76b25f050,guy,5bcb4d9a-e088-48bb-bc2e-43d4fa536602,Add Congress form western like appear ask.,Martinez LLC,17,242.8401933610034,493,62124577,6558372207823
a10a8f3d-43d5-4325-9739-bbeb9132491a,magazine,a2475304-b361-4579-bd5a-4c4961e7947b,Woman simple course list standard.,Castro-Lee,12,506.2059254703774,376,82519018,8610061891725
f8055da3-157e-4c49-b9ea-6f3b539eb59e,allow,c2db4a9a-bd5e-47a4-8bec-ebd771ed2429,Benefit oil rise carry sure thus raise.,Hernandez-Schneider,3,889.4331860561553,22,18385199,9208056276894
51fc6fd3-4e8b-4483-8725-25cdb6fa4e32,personal,6780fc91-9e14-44e3-808d-13570f216aa3,Congress to table more education same.,Smith-Weaver,10,959.9701542434335,53,93498067,0260388835612
59e670eb-8060-410d-ba43-65ffa8501fcc,magazine,b7a08727-5368-4ddb-b58f-98885dbdce0c,Wait specific a population high writer.,"Haynes, Allen and Rodriguez",10,537.9530572412513,285,77999054,1812060746670
64aa531f-50b8-47d9-b85f-860306c01492,huge,e4203b36-c465-48ca-8a9e-522c829151ea,Foreign treat probably.,Gomez and Sons,17,326.46226453175024,194,31493178,3632174996666
98c72af4-515e-4203-9aa7-3288b636a477,dark,b9d7265e-1ef6-429f-aafe-395d5ac751fe,Reveal attack tree yeah sit wait.,Andrade-Atkins,2,121.44807607958037,366,75602260,3509304487434
e6bf537e-0428-4040-946f-cb36d61602f0,early,6f84b8ef-3a6e-4061-bee6-b28fbaf30b51,Standard fast in happen determine huge support four.,Ballard LLC,15,879.8163092364097,185,75618896,5147416759506
1bb052a5-212f-4545-abfd-ef143fdd53cc,itself,c7fd9cba-b607-4b37-b7eb-44104f279524,Coach Congress rich south carry three.,Roberts LLC,5,824.9793561156603,243,21803826,0927984780547
efdb9e10-1e11-4ef1-8bca-610f8e3b0d7f,task,5d9ada9b-d00e-41fd-9540-e0dd5426e34c,School green firm TV recently.,Choi and Sons,11,976.1722094528044,226,75272173,7949275406847
20664558-ca2b-4ee4-9e60-884d6ddb7547,glass,afdc4cff-7424-4f1f-8770-824e3bd4fba3,Man back check.,Wong-Moore,9,620.8948446737696,493,23296039,5873328190440
0c142082-f834-448f-91fe-5a0204ca388b,offer,f528a07f-a9e2-47d0-9fef-46f85cbdfd88,Activity energy effort late finish response discussion.,Brandt PLC,3,301.8880988333357,308,22536013,7983189027453
b9dd8e99-7b09-4ed3-bbf4-341d087ca5ba,science,d38b1833-50c9-425d-bb81-46f86e5682b6,Sound land such.,Mcneil-Johnson,27,519.6330854024907,318,01928525,9712394954616
988eacd0-6960-43a5-a112-e767be6026da,type,1c9eeda3-f3a8-4a0e-b0d9-a7702e3d8ee2,Address question many.,Norton Ltd,9,754.4244484365679,30,77011794,7099630606280
b2fd1db3-0d34-4e20-b65e-8f8a86bfe7e1,himself,a3f3d1a8-cc3b-4e1d-82ed-feb85954a554,Sign night our herself create tell main city.,Mejia PLC,10,528.1637691597525,116,95168074,8728018121693
bff0c911-458c-42e4-bf1a-c13841ea8498,seven,fe5b95eb-4e89-4efb-8aa9-e86208ecccf0,Entire what material computer.,Harris-Moore,11,828.4069770308195,394,23380844,2822624308236
8d960b16-0603-44e2-af08-bb1d1ee2ab38,despite,8877e175-fe86-4174-a764-76bf55b8016e,Task project ball wish near say.,"Williams, Woodard and Cooper",30,108.94387958350332,2,62163309,7564678304400
5cd9936a-3676-469a-b393-c82d54270400,write,40ff95b3-e3fb-4ffd-b187-fa0b145a6589,Site everybody same customer.,"Wheeler, Nguyen and Anderson",12,655.2924781463121,252,77477606,8437248802356
d29eb22c-a7f9-4f97-957f-c860f9e38b46,play,09e84295-1d52-4b38-a776-9c14673e2371,Together song manage wonder study defense.,Oneal-Oneill,14,68.09773218610985,359,62575331,0217871459138
46774612-3793-4859-884e-eee8b253bb57,several,b28a7c82-d0d3-4ef7-a834-e985900b9b2f,Which free economy both sister kind.,"Walker, White and Warner",25,902.2192736015097,23,56479713,1701733179764
fbb7cfd6-c5bc-421a-a1dc-975030bc1a5e,black,d3aa21b8-4776-4e44-b85b-4eeafcaaa4cf,Cut decade friend yet.,"Atkins, Wilson and Carpenter",6,655.1508435282235,491,00684583,3569484857526
e5a77b38-abe1-42b4-8fbc-31a36a9feb8d,your,034e2476-ef3c-4921-83e5-1ebba938008b,Probably lay either player property stuff worker.,Flynn-Gomez,28,735.9029970963388,0,14824814,3217300157069
fc1a0d53-321a-4884-9f38-07c19bbca1b4,finally,d8184405-2fde-4406-b3c4-91a83006cc7b,Plant discuss laugh himself letter impact machine several.,Gibson Group,22,915.2901450741866,399,42500209,6133090647702
333d864a-9c9e-4560-ac9b-b3dc1375607d,least,627e8c2f-4070-446e-9150-5c594ed4933a,Boy service which customer.,Walker-Curry,30,46.7264070640652,161,26945149,9272949107633
68937ef8-bca1-417c-9e01-7a29da66e1db,three,3a880de9-98ac-4ba0-b109-697fa481847b,Less political dog this Democrat.,"Mills, Moon and Collins",16,531.5636610625583,201,38553950,5271336743670
fab2a026-e8db-4e75-9258-894e21b515c1,population,b6299cdc-2a7d-4a3d-b67f-4149889e0c88,Edge specific boy.,Powell-Fox,11,120.24616871302936,448,17439626,2051881446492
e2f06a8c-c04f-445a-9a1b-6cbce802e192,stop,1c870a5c-270c-4bf1-83b1-c763987c23bb,Store than her general field.,Adams-Todd,1,187.47945395229567,238,05819881,9546087806162
bd675fa5-2a61-4611-965e-b6c7602448c9,thus,73c8e9f5-5c28-45a8-b216-8207aa16b4ee,Rock let within beyond sister matter party.,"Chapman, Orr and Lewis",19,667.9285397752554,112,34583050,4069585669299
48fb0cb1-281a-4c3c-8004-b547bbf522e4,girl,9ced59df-a82c-4ccd-a181-16eb3b5ed3ca,Which which ability maintain officer.,"Stevens, Lopez and Woods",4,135.14136727663745,144,41319680,5575199642652
8a156b38-d673-4236-8dfa-8e0ad01381f4,maybe,7435927d-c317-4e6a-956c-69a59259053f,Population sister around character.,Chandler-Rich,30,950.856945989514,330,30910614,3282771112671
d5125e8c-4003-42ef-ae55-cbbeaf9fb8cf,trade,6a76d341-49ac-41ce-9b55-66087822f54c,Close write social voice hot.,Garrett-Fuller,19,97.23619525243431,278,19301181,3173249679430
71e53890-1ba1-4f7b-a948-c8812859fccb,room,e5440f32-c0c8-4189-9d1e-bb61ca6fd762,Ball area up quite collection.,Finley Inc,6,513.7462028551736,414,04370512,8852771383934
2f34cbc1-647b-4810-8586-7bc8ec83a0ac,all,3d8bec39-6727-4a5b-a4e1-9ce2b7791270,Line professional purpose front clearly change.,"Leonard, Mata and Ward",1,146.7644931673742,276,00545600,7464282622061
52942433-6591-462d-959c-9d17fb61ed84,perform,4acc1e08-434f-4d69-81db-6b0c8ea0f382,Enter plant trial surface contain politics.,"Ferguson, Santos and Jones",2,817.0243429292634,197,76886270,1515601160149
a461022e-f7a5-44d7-a14a-aa1a803285f6,lead,16cd8d29-39a5-4296-a590-b9d09a5a39be,Wrong fill develop air somebody conference consider.,Espinoza-Perez,9,438.2905728829534,59,78877986,5336257885837
3381b8e4-c308-4630-8db3-10f064eeba7e,though,818716b9-c465-45a7-a565-2df8534408d8,Season politics investment should with.,Bell Group,8,285.3084847164761,298,18643091,9305541235999
f0631916-95c6-40ec-84f2-6f4ca171eb1f,paper,c33c31b6-9925-426a-80ec-a61013eadcc7,Simple case both operation.,Cooper-Coleman,30,833.3006195741896,277,80888376,1009152693251
8c2f4d24-18a6-4ae6-81cb-de1e820afd2d,turn,62e5d51a-ffd4-4af4-ada5-7507d0a50242,Minute cup since enough.,Smith-Wolfe,29,860.10986521523,336,06902193,1662142523718
da7a6c67-391a-43e8-9a67-749dff192b4a,TV,ae2dd318-5791-4432-b7f6-7c0a55b7abd4,Green job social training left start health.,Leonard Ltd,23,704.0468282459633,488,28370246,5213760700744
fe7ac4ea-35c8-4876-a5d2-d45e8e3d8889,site,ee805ace-d313-4770-bf04-0af685e69b15,Door hundred affect.,Hamilton Group,17,985.0125935274029,158,91632470,5633415478475
7a2bce73-71a4-4ca0-8393-2c56b546be2f,particular,dea42922-89b7-49dd-becd-b97d0f641a93,Surface research white up indeed.,Payne Group,21,824.4289871940701,280,73609131,5174621305815
abecd6e1-f4ac-42d3-96cc-5bc43d51e2b6,serious,30d43153-9e98-4823-b8dc-46d7557470d0,East animal operation without.,"Washington, Cooper and Ball",34,318.2980005847067,39,59388586,1571868351928
5563aca6-b7bb-4364-9d9e-ac9e4bdea514,sound,3e5601c9-c1b9-4b26-bca9-42019dc26881,College let around road capital.,Villegas and Sons,9,887.4798261303704,470,90972539,7017135144281
614e18e2-5997-4aa0-9d9f-4f8ac4eca588,south,2170945b-cdaf-4728-850b-a427126ff9c2,Inside beautiful through.,Wilson Inc,28,510.57797903155347,200,18858068,9992844653065
98ba0f80-ea18-4bee-9def-1d8621aa4df1,approach,c6596bbb-0f71-4ada-a835-e61a753d2398,Kitchen choose describe court sense.,"Collins, Ramos and Jarvis",25,945.5374241301,195,56717082,8750932960348
a97e06a6-374e-4f28-b18f-2854b72d6f9f,play,b5d9a98e-faa1-4e4a-8bc8-e5cb8c2611f3,Carry husband board.,Scott Ltd,22,55.243515680316534,354,78660939,9505900407238
2f28fa84-0e42-4861-a158-a996a86a3e59,table,d0ddb096-03cc-4ed7-8317-9fc6720ff7b6,Interest record indeed air nice nature order.,Shelton Ltd,33,59.7039006184386,165,05356720,7136401029173
b81834c0-b697-49c7-9f08-316682b7be20,pressure,547f9f80-c077-44f4-a072-87d2b0614a07,Center keep hard would.,Torres Group,32,10.658141613113969,415,81329830,0413963388618
901ca3a0-1471-4f3b-805f-e912357b8b3b,set,10023d37-b12b-48fb-bf45-bcdd996d3bf5,Game item through leg.,Anderson-White,33,982.8085062747953,51,31365307,9557017757720
1d41269b-477a-4349-b002-5d3502ff3194,well,7f6bcdbe-940d-44fb-9f99-6055256dd129,Well class watch should southern.,Martin-Young,8,473.22496997963873,461,77471017,5841476433870
fbc3688b-d8cf-47b6-ab8b-55471b8e2988,adult,97cf015d-c87a-4a8f-a9d4-3ec701493535,Recently place company adult.,Stokes-Short,22,187.63785352185607,151,79056595,0578489920374
6af71991-dce6-46da-8641-1bb1807dbb78,finish,c9067f77-4a79-40be-8f1b-af6da19b3a47,Day song though girl.,Henson-Guerrero,31,170.16868393526676,442,67946112,5847484252373
466582d3-5c25-4af2-a761-cb8ebac145a3,listen,4f17f21f-293f-41a2-8718-ac58a12a89db,Radio present interview democratic apply page per situation.,Jones-Smith,27,416.95965390018006,356,40666235,4155130309106
